*** [38964] [1452966354] Starting up
*** [38964] start a is 460533333333368
*** [38964] end a is 467466666666701
+++ [38964] Checked [460533333333368] to [460589333333360]
*** [38964] [1452967255] working on: 460589333333360 tried: 55999999992 rate: 62153163 / sec
*** [38964] time left: 0 wk 1 d 6 h 44 m 12 s
+++ [38964] Checked [460533333333368] to [460644333333360]
*** [38964] [1452968155] working on: 460644333333360 tried: 55000000000 rate: 61111111 / sec
*** [38964] time left: 0 wk 1 d 7 h 0 m 39 s
+++ [38964] Checked [460533333333368] to [460698333333360]
*** [38964] [1452969060] working on: 460698333333360 tried: 54000000000 rate: 59668508 / sec
*** [38964] time left: 0 wk 1 d 7 h 30 m 33 s
+++ [38964] Checked [460533333333368] to [460751333333360]
*** [38964] [1452969963] working on: 460751333333360 tried: 53000000000 rate: 58693244 / sec
*** [38964] time left: 0 wk 1 d 7 h 46 m 55 s
+++ [38964] Checked [460533333333368] to [460805333333360]
*** [38964] [1452970868] working on: 460805333333360 tried: 54000000000 rate: 59668508 / sec
*** [38964] time left: 0 wk 1 d 7 h 0 m 40 s
+++ [38964] Checked [460533333333368] to [460860333333360]
*** [38964] [1452971771] working on: 460860333333360 tried: 55000000000 rate: 60908084 / sec
*** [38964] time left: 0 wk 1 d 6 h 7 m 44 s
+++ [38964] Checked [460533333333368] to [460913333333360]
*** [38964] [1452972658] working on: 460913333333360 tried: 53000000000 rate: 59751972 / sec
*** [38964] time left: 0 wk 1 d 6 h 27 m 56 s
+++ [38964] Checked [460533333333368] to [460968333333360]
*** [38964] [1452973568] working on: 460968333333360 tried: 55000000000 rate: 60439560 / sec
*** [38964] time left: 0 wk 1 d 5 h 51 m 58 s
+++ [38964] Checked [460533333333368] to [461021333333360]
*** [38964] [1452974455] working on: 461021333333360 tried: 53000000000 rate: 59751972 / sec
*** [38964] time left: 0 wk 1 d 5 h 57 m 49 s
+++ [38964] Checked [460533333333368] to [461077333333360]
*** [38964] [1452975369] working on: 461077333333360 tried: 56000000000 rate: 61269146 / sec
*** [38964] time left: 0 wk 1 d 4 h 58 m 4 s
+++ [38964] Checked [460533333333368] to [461132333333360]
*** [38964] [1452976268] working on: 461132333333360 tried: 55000000000 rate: 61179087 / sec
*** [38964] time left: 0 wk 1 d 4 h 45 m 38 s
+++ [38964] Checked [460533333333368] to [461186333333360]
*** [38964] [1452977165] working on: 461186333333360 tried: 54000000000 rate: 60200668 / sec
*** [38964] time left: 0 wk 1 d 4 h 58 m 44 s
461235415602960820958905310976 is excellent
+++ [38964] Checked [460533333333368] to [461240333333360]
*** [38964] [1452978067] working on: 461240333333360 tried: 54000000000 rate: 59866962 / sec
*** [38964] time left: 0 wk 1 d 4 h 53 m 23 s
+++ [38964] Checked [460533333333368] to [461295333333360]
*** [38964] [1452978965] working on: 461295333333360 tried: 55000000000 rate: 61247216 / sec
*** [38964] time left: 0 wk 1 d 3 h 59 m 22 s
+++ [38964] Checked [460533333333368] to [461349333333360]
*** [38964] [1452979858] working on: 461349333333360 tried: 54000000000 rate: 60470324 / sec
*** [38964] time left: 0 wk 1 d 4 h 6 m 3 s
+++ [38964] Checked [460533333333368] to [461404333333360]
*** [38964] [1452980755] working on: 461404333333360 tried: 55000000000 rate: 61315496 / sec
*** [38964] time left: 0 wk 1 d 3 h 27 m 52 s
+++ [38964] Checked [460533333333368] to [461460333333360]
*** [38964] [1452981660] working on: 461460333333360 tried: 56000000000 rate: 61878453 / sec
*** [38964] time left: 0 wk 1 d 2 h 57 m 47 s
+++ [38964] Checked [460533333333368] to [461515333333360]
*** [38964] [1452982562] working on: 461515333333360 tried: 55000000000 rate: 60975609 / sec
*** [38964] time left: 0 wk 1 d 3 h 6 m 42 s
+++ [38964] Checked [460533333333368] to [461570333333360]
*** [38964] [1452983465] working on: 461570333333360 tried: 55000000000 rate: 60908084 / sec
*** [38964] time left: 0 wk 1 d 2 h 53 m 28 s
+++ [38964] Checked [460533333333368] to [461626333333360]
*** [38964] [1452984368] working on: 461626333333360 tried: 56000000000 rate: 62015503 / sec
*** [38964] time left: 0 wk 1 d 2 h 9 m 36 s
+++ [38964] Checked [460533333333368] to [461681333333360]
*** [38964] [1452985254] working on: 461681333333360 tried: 55000000000 rate: 62076749 / sec
*** [38964] time left: 0 wk 1 d 1 h 53 m 17 s
+++ [38964] Checked [460533333333368] to [461737333333360]
*** [38964] [1452986168] working on: 461737333333360 tried: 56000000000 rate: 61269146 / sec
*** [38964] time left: 0 wk 1 d 1 h 58 m 31 s
+++ [38964] Checked [460533333333368] to [461791333333360]
*** [38964] [1452987057] working on: 461791333333360 tried: 54000000000 rate: 60742407 / sec
*** [38964] time left: 0 wk 1 d 1 h 57 m 13 s
+++ [38964] Checked [460533333333368] to [461846333333360]
*** [38964] [1452987968] working on: 461846333333360 tried: 55000000000 rate: 60373216 / sec
*** [38964] time left: 0 wk 1 d 1 h 51 m 34 s
461856568334666821686106763733 is excellent
+++ [38964] Checked [460533333333368] to [461901333333360]
*** [38964] [1452988863] working on: 461901333333360 tried: 55000000000 rate: 61452513 / sec
*** [38964] time left: 0 wk 1 d 1 h 9 m 24 s
+++ [38964] Checked [460533333333368] to [461956333333360]
*** [38964] [1452989754] working on: 461956333333360 tried: 55000000000 rate: 61728395 / sec
*** [38964] time left: 0 wk 1 d 0 h 47 m 48 s
+++ [38964] Checked [460533333333368] to [462011333333360]
*** [38964] [1452990666] working on: 462011333333360 tried: 55000000000 rate: 60307017 / sec
*** [38964] time left: 0 wk 1 d 1 h 7 m 40 s
+++ [38964] Checked [460533333333368] to [462065333333360]
*** [38964] [1452991554] working on: 462065333333360 tried: 54000000000 rate: 60810810 / sec
*** [38964] time left: 0 wk 1 d 0 h 40 m 22 s
+++ [38964] Checked [460533333333368] to [462119333333360]
*** [38964] [1452992460] working on: 462119333333360 tried: 54000000000 rate: 59602649 / sec
*** [38964] time left: 0 wk 1 d 0 h 55 m 17 s
+++ [38964] Checked [460533333333368] to [462175333333360]
*** [38964] [1452993366] working on: 462175333333360 tried: 56000000000 rate: 61810154 / sec
*** [38964] time left: 0 wk 0 d 23 h 46 m 47 s
+++ [38964] Checked [460533333333368] to [462231333333360]
*** [38964] [1452994265] working on: 462231333333360 tried: 56000000000 rate: 62291434 / sec
*** [38964] time left: 0 wk 0 d 23 h 20 m 46 s
+++ [38964] Checked [460533333333368] to [462285333333360]
*** [38964] [1452995156] working on: 462285333333360 tried: 54000000000 rate: 60606060 / sec
*** [38964] time left: 0 wk 0 d 23 h 44 m 53 s
+++ [38964] Checked [460533333333368] to [462340333333360]
*** [38964] [1452996056] working on: 462340333333360 tried: 55000000000 rate: 61111111 / sec
*** [38964] time left: 0 wk 0 d 23 h 18 m 6 s
+++ [38964] Checked [460533333333368] to [462394333333360]
*** [38964] [1452996963] working on: 462394333333360 tried: 54000000000 rate: 59536934 / sec
*** [38964] time left: 0 wk 0 d 23 h 39 m 57 s
+++ [38964] Checked [460533333333368] to [462448333333360]
*** [38964] [1452997855] working on: 462448333333360 tried: 54000000000 rate: 60538116 / sec
*** [38964] time left: 0 wk 0 d 23 h 1 m 36 s
