*** [53873] [2016-04-09T16:54:13-00:00] Starting up
*** [53873] start a is 41200000000000030
*** [53873] end a is 41893333333333363
*** [53873] report interval is 15
*** [53873] signal check interval is 10
+++ [53873] Checked [41200000000000030] to [41200043333333360]
*** [53873] [2016-04-09T17:09:57-00:00] working on: 41200043333333360 tried: 43333333330 rate: 45903954 / sec
*** [53873] time left: 24 wk 6 d 19 h 17 m 37 s
+++ [53873] Checked [41200000000000030] to [41200086177023760]
*** [53873] [2016-04-09T17:25:07-00:00] working on: 41200086177023760 tried: 42843690400 rate: 47080978 / sec
*** [53873] time left: 24 wk 2 d 10 h 9 m 31 s
+++ [53873] Checked [41200000000000030] to [41200128549903960]
*** [53873] [2016-04-09T17:40:24-00:00] working on: 41200128549903960 tried: 42372880200 rate: 46208157 / sec
*** [53873] time left: 24 wk 5 d 15 h 9 m 44 s
+++ [53873] Checked [41200000000000030] to [41200170137245260]
*** [53873] [2016-04-09T17:55:36-00:00] working on: 41200170137245260 tried: 41587341300 rate: 45600154 / sec
*** [53873] time left: 25 wk 0 d 22 h 28 m 16 s
+++ [53873] Checked [41200000000000030] to [41200214217394126]
*** [53873] [2016-04-09T18:11:06-00:00] working on: 41200214217394126 tried: 44080148866 rate: 47398009 / sec
*** [53873] time left: 24 wk 1 d 6 h 3 m 1 s
+++ [53873] Checked [41200000000000030] to [41200255295668594]
*** [53873] [2016-04-09T18:26:39-00:00] working on: 41200255295668594 tried: 41078274468 rate: 44028161 / sec
*** [53873] time left: 26 wk 0 d 4 h 41 m 39 s
+++ [53873] Checked [41200000000000030] to [41200297856224226]
*** [53873] [2016-04-09T18:42:07-00:00] working on: 41200297856224226 tried: 42560555632 rate: 45862667 / sec
*** [53873] time left: 24 wk 6 d 21 h 31 m 43 s
+++ [53873] Checked [41200000000000030] to [41200340661380094]
*** [53873] [2016-04-09T18:57:14-00:00] working on: 41200340661380094 tried: 42805155868 rate: 47194218 / sec
*** [53873] time left: 24 wk 1 d 22 h 50 m 47 s
+++ [53873] Checked [41200000000000030] to [41200381563035694]
*** [53873] [2016-04-09T19:12:21-00:00] working on: 41200381563035694 tried: 40901655600 rate: 45095540 / sec
*** [53873] time left: 25 wk 2 d 20 h 25 m 4 s
+++ [53873] Checked [41200000000000030] to [41200422149021694]
*** [53873] [2016-04-09T19:27:34-00:00] working on: 41200422149021694 tried: 40585986000 rate: 44453434 / sec
*** [53873] time left: 25 wk 5 d 9 h 49 m 9 s
+++ [53873] Checked [41200000000000030] to [41200465120674560]
*** [53873] [2016-04-09T19:43:00-00:00] working on: 41200465120674560 tried: 42971652866 rate: 46405672 / sec
*** [53873] time left: 24 wk 4 d 19 h 24 m 40 s
+++ [53873] Checked [41200000000000030] to [41200506885779360]
*** [53873] [2016-04-09T19:58:04-00:00] working on: 41200506885779360 tried: 41765104800 rate: 46200337 / sec
*** [53873] time left: 24 wk 5 d 13 h 35 m 35 s
+++ [53873] Checked [41200000000000030] to [41200550006093894]
*** [53873] [2016-04-09T20:13:33-00:00] working on: 41200550006093894 tried: 43120314534 rate: 46415839 / sec
*** [53873] time left: 24 wk 4 d 17 h 59 m 41 s
+++ [53873] Checked [41200000000000030] to [41200593327543626]
*** [53873] [2016-04-09T20:28:55-00:00] working on: 41200593327543626 tried: 43321449732 rate: 46986387 / sec
*** [53873] time left: 24 wk 2 d 15 h 23 m 40 s
+++ [53873] Checked [41200000000000030] to [41200635615291926]
*** [53873] [2016-04-09T20:44:07-00:00] working on: 41200635615291926 tried: 42287748300 rate: 46368145 / sec
*** [53873] time left: 24 wk 4 d 21 h 44 m 47 s
+++ [53873] Checked [41200000000000030] to [41200675801017594]
*** [53873] [2016-04-09T20:59:09-00:00] working on: 41200675801017594 tried: 40185725668 rate: 44551802 / sec
*** [53873] time left: 25 wk 4 d 22 h 40 m 40 s
+++ [53873] Checked [41200000000000030] to [41200717382699460]
*** [53873] [2016-04-09T21:14:21-00:00] working on: 41200717382699460 tried: 41581681866 rate: 45593949 / sec
*** [53873] time left: 25 wk 0 d 19 h 42 m 43 s
+++ [53873] Checked [41200000000000030] to [41200758417253560]
*** [53873] [2016-04-09T21:29:22-00:00] working on: 41200758417253560 tried: 41034554100 rate: 45543345 / sec
*** [53873] time left: 25 wk 1 d 0 h 9 m 1 s
+++ [53873] Checked [41200000000000030] to [41200802442487060]
*** [53873] [2016-04-09T21:44:31-00:00] working on: 41200802442487060 tried: 44025233500 rate: 48432600 / sec
*** [53873] time left: 23 wk 4 d 11 h 54 m 19 s
+++ [53873] Checked [41200000000000030] to [41200846031827060]
*** [53873] [2016-04-09T21:59:58-00:00] working on: 41200846031827060 tried: 43589340000 rate: 47021941 / sec
*** [53873] time left: 24 wk 2 d 10 h 48 m 18 s
+++ [53873] Checked [41200000000000030] to [41200886784175926]
*** [53873] [2016-04-09T22:14:59-00:00] working on: 41200886784175926 tried: 40752348866 rate: 45230131 / sec
*** [53873] time left: 25 wk 2 d 4 h 36 m 49 s
+++ [53873] Checked [41200000000000030] to [41200928998964860]
*** [53873] [2016-04-09T22:30:33-00:00] working on: 41200928998964860 tried: 42214788934 rate: 45197846 / sec
*** [53873] time left: 25 wk 2 d 7 h 23 m 31 s
+++ [53873] Checked [41200000000000030] to [41200971183621126]
*** [53873] [2016-04-09T22:45:41-00:00] working on: 41200971183621126 tried: 42184656266 rate: 46458872 / sec
*** [53873] time left: 24 wk 4 d 11 h 38 m 10 s
+++ [53873] Checked [41200000000000030] to [41201014545234994]
*** [53873] [2016-04-09T23:01:01-00:00] working on: 41201014545234994 tried: 43361613868 rate: 47132188 / sec
*** [53873] time left: 24 wk 2 d 0 h 14 m 35 s
+++ [53873] Checked [41200000000000030] to [41201056964204194]
*** [53873] [2016-04-09T23:16:03-00:00] working on: 41201056964204194 tried: 42418969200 rate: 47027682 / sec
*** [53873] time left: 24 wk 2 d 9 h 3 m 35 s
+++ [53873] Checked [41200000000000030] to [41201100856707394]
*** [53873] [2016-04-09T23:31:32-00:00] working on: 41201100856707394 tried: 43892503200 rate: 47247043 / sec
*** [53873] time left: 24 wk 1 d 13 h 49 m 0 s
+++ [53873] Checked [41200000000000030] to [41201141804144660]
*** [53873] [2016-04-09T23:46:43-00:00] working on: 41201141804144660 tried: 40947437266 rate: 44947790 / sec
*** [53873] time left: 25 wk 3 d 5 h 45 m 2 s
+++ [53873] Checked [41200000000000030] to [41201183755415326]
*** [53873] [2016-04-10T00:01:57-00:00] working on: 41201183755415326 tried: 41951270666 rate: 45898545 / sec
*** [53873] time left: 24 wk 6 d 12 h 53 m 10 s
+++ [53873] Checked [41200000000000030] to [41201226594057326]
*** [53873] [2016-04-10T00:17:23-00:00] working on: 41201226594057326 tried: 42838642000 rate: 46262032 / sec
*** [53873] time left: 24 wk 5 d 3 h 42 m 59 s
+++ [53873] Checked [41200000000000030] to [41201268229886126]
*** [53873] [2016-04-10T00:32:28-00:00] working on: 41201268229886126 tried: 41635828800 rate: 46006440 / sec
*** [53873] time left: 24 wk 6 d 2 h 33 m 8 s
+++ [53873] Checked [41200000000000030] to [41201311169230126]
*** [53873] [2016-04-10T00:47:50-00:00] working on: 41201311169230126 tried: 42939344000 rate: 46571956 / sec
*** [53873] time left: 24 wk 3 d 23 h 33 m 24 s
+++ [53873] Checked [41200000000000030] to [41201354636389060]
*** [53873] [2016-04-10T01:02:57-00:00] working on: 41201354636389060 tried: 43467158934 rate: 47924100 / sec
