*** [46319] start a is 419428571428596
*** [46319] end a is 426857142857167
+++ [46319] Checked [419428571428596] to [419428978415066]
*** [46319] [1450107000] working on: 419428978415066 tried: 406986470 rate: 3699877 / sec
*** [46319] time left: 3 wk 2 d 5 h 17 m 41 s
+++ [46319] Checked [419428571428596] to [419432424459106]
*** [46319] [1450107900] working on: 419432424459106 tried: 3446044040 rate: 3828937 / sec
*** [46319] time left: 3 wk 1 d 10 h 58 m 38 s
+++ [46319] Checked [419428571428596] to [419435743323158]
*** [46319] [1450108800] working on: 419435743323158 tried: 3318864052 rate: 3687626 / sec
*** [46319] time left: 3 wk 2 d 7 h 19 m 1 s
+++ [46319] Checked [419428571428596] to [419439154386630]
*** [46319] [1450109700] working on: 419439154386630 tried: 3411063472 rate: 3790070 / sec
*** [46319] time left: 3 wk 1 d 15 h 3 m 40 s
+++ [46319] Checked [419428571428596] to [419442395887550]
*** [46319] [1450110600] working on: 419442395887550 tried: 3241500920 rate: 3601667 / sec
*** [46319] time left: 3 wk 2 d 19 h 31 m 51 s
+++ [46319] Checked [419428571428596] to [419445693654702]
*** [46319] [1450111500] working on: 419445693654702 tried: 3297767152 rate: 3664185 / sec
*** [46319] time left: 3 wk 2 d 9 h 21 m 51 s
+++ [46319] Checked [419428571428596] to [419449145603286]
*** [46319] [1450112400] working on: 419449145603286 tried: 3451948584 rate: 3835498 / sec
*** [46319] time left: 3 wk 1 d 8 h 56 m 30 s
+++ [46319] Checked [419428571428596] to [419452412315256]
*** [46319] [1450113300] working on: 419452412315256 tried: 3266711970 rate: 3629679 / sec
*** [46319] time left: 3 wk 2 d 14 h 26 m 40 s
+++ [46319] Checked [419428571428596] to [419455772256640]
*** [46319] [1450114200] working on: 419455772256640 tried: 3359941384 rate: 3733268 / sec
*** [46319] time left: 3 wk 1 d 22 h 10 m 42 s
+++ [46319] Checked [419428571428596] to [419459216837164]
*** [46319] [1450115100] working on: 419459216837164 tried: 3444580524 rate: 3827311 / sec
*** [46319] time left: 3 wk 1 d 8 h 56 m 55 s
+++ [46319] Checked [419428571428596] to [419462444294358]
*** [46319] [1450116000] working on: 419462444294358 tried: 3227457194 rate: 3586063 / sec
*** [46319] time left: 3 wk 2 d 20 h 32 m 47 s
+++ [46319] Checked [419428571428596] to [419465888684228]
*** [46319] [1450116900] working on: 419465888684228 tried: 3444389870 rate: 3827099 / sec
*** [46319] time left: 3 wk 1 d 8 h 56 m 28 s
+++ [46319] Checked [419428571428596] to [419469265236418]
*** [46319] [1450117800] working on: 419469265236418 tried: 3376552190 rate: 3751724 / sec
*** [46319] time left: 3 wk 1 d 18 h 6 m 59 s
+++ [46319] Checked [419428571428596] to [419472837795626]
*** [46319] [1450118700] working on: 419472837795626 tried: 3572559208 rate: 3969510 / sec
*** [46319] time left: 3 wk 0 d 12 h 36 m 44 s
+++ [46319] Checked [419428571428596] to [419476226213878]
*** [46319] [1450119600] working on: 419476226213878 tried: 3388418252 rate: 3764909 / sec
*** [46319] time left: 3 wk 1 d 16 h 4 m 34 s
+++ [46319] Checked [419428571428596] to [419479762375748]
*** [46319] [1450120500] working on: 419479762375748 tried: 3536161870 rate: 3929068 / sec
*** [46319] time left: 3 wk 0 d 17 h 41 m 34 s
+++ [46319] Checked [419428571428596] to [419483451354248]
*** [46319] [1450121400] working on: 419483451354248 tried: 3688978500 rate: 4098865 / sec
*** [46319] time left: 2 wk 6 d 19 h 19 m 42 s
+++ [46319] Checked [419428571428596] to [419486991592178]
*** [46319] [1450122300] working on: 419486991592178 tried: 3540237930 rate: 3933597 / sec
*** [46319] time left: 3 wk 0 d 16 h 40 m 27 s
+++ [46319] Checked [419428571428596] to [419490500628060]
*** [46319] [1450123200] working on: 419490500628060 tried: 3509035882 rate: 3898928 / sec
*** [46319] time left: 3 wk 0 d 20 h 44 m 50 s
+++ [46319] Checked [419428571428596] to [419494069471640]
*** [46319] [1450124100] working on: 419494069471640 tried: 3568843580 rate: 3965381 / sec
*** [46319] time left: 3 wk 0 d 11 h 35 m 47 s
+++ [46319] Checked [419428571428596] to [419497467067358]
*** [46319] [1450125000] working on: 419497467067358 tried: 3397595718 rate: 3775106 / sec
*** [46319] time left: 3 wk 1 d 13 h 1 m 32 s
+++ [46319] Checked [419428571428596] to [419500980800708]
*** [46319] [1450125900] working on: 419500980800708 tried: 3513733350 rate: 3904148 / sec
*** [46319] time left: 3 wk 0 d 19 h 43 m 23 s
+++ [46319] Checked [419428571428596] to [419504583470184]
*** [46319] [1450126800] working on: 419504583470184 tried: 3602669476 rate: 4002966 / sec
*** [46319] time left: 3 wk 0 d 6 h 30 m 12 s
+++ [46319] Checked [419428571428596] to [419508229050066]
*** [46319] [1450127700] working on: 419508229050066 tried: 3645579882 rate: 4050644 / sec
*** [46319] time left: 2 wk 6 d 23 h 23 m 57 s
+++ [46319] Checked [419428571428596] to [419511897306820]
*** [46319] [1450128600] working on: 419511897306820 tried: 3668256754 rate: 4075840 / sec
*** [46319] time left: 2 wk 6 d 20 h 20 m 35 s
+++ [46319] Checked [419428571428596] to [419515448555646]
*** [46319] [1450129500] working on: 419515448555646 tried: 3551248826 rate: 3945832 / sec
*** [46319] time left: 3 wk 0 d 12 h 36 m 50 s
+++ [46319] Checked [419428571428596] to [419519122838570]
*** [46319] [1450130400] working on: 419519122838570 tried: 3674282924 rate: 4082536 / sec
*** [46319] time left: 2 wk 6 d 19 h 19 m 16 s
+++ [46319] Checked [419428571428596] to [419522701880158]
*** [46319] [1450131300] working on: 419522701880158 tried: 3579041588 rate: 3976712 / sec
*** [46319] time left: 3 wk 0 d 8 h 32 m 19 s
+++ [46319] Checked [419428571428596] to [419526174386438]
*** [46319] [1450132200] working on: 419526174386438 tried: 3472506280 rate: 3858340 / sec
*** [46319] time left: 3 wk 0 d 23 h 47 m 47 s
+++ [46319] Checked [419428571428596] to [419529652830988]
*** [46319] [1450133100] working on: 419529652830988 tried: 3478444550 rate: 3864938 / sec
*** [46319] time left: 3 wk 0 d 22 h 46 m 38 s
+++ [46319] Checked [419428571428596] to [419533205443776]
*** [46319] [1450134000] working on: 419533205443776 tried: 3552612788 rate: 3947347 / sec
*** [46319] time left: 3 wk 0 d 11 h 35 m 23 s
+++ [46319] Checked [419428571428596] to [419536688426544]
*** [46319] [1450134900] working on: 419536688426544 tried: 3482982768 rate: 3869980 / sec
*** [46319] time left: 3 wk 0 d 21 h 45 m 26 s
+++ [46319] Checked [419428571428596] to [419540230310440]
*** [46319] [1450135800] working on: 419540230310440 tried: 3541883896 rate: 3935426 / sec
*** [46319] time left: 3 wk 0 d 12 h 36 m 27 s
+++ [46319] Checked [419428571428596] to [419543869714386]
*** [46319] [1450136700] working on: 419543869714386 tried: 3639403946 rate: 4043782 / sec
*** [46319] time left: 2 wk 6 d 22 h 22 m 22 s
+++ [46319] Checked [419428571428596] to [419547517841872]
*** [46319] [1450137600] working on: 419547517841872 tried: 3648127486 rate: 4053474 / sec
*** [46319] time left: 2 wk 6 d 20 h 20 m 54 s
