*** [38923] [1452966354] Starting up
*** [38923] start a is 176266666666674
*** [38923] end a is 183200000000007
+++ [38923] Checked [176266666666674] to [176320666666670]
*** [38923] [1452967268] working on: 176320666666670 tried: 53999999996 rate: 59080962 / sec
*** [38923] time left: 0 wk 1 d 8 h 20 m 40 s
+++ [38923] Checked [176266666666674] to [176375666666670]
*** [38923] [1452968162] working on: 176375666666670 tried: 55000000000 rate: 61521252 / sec
*** [38923] time left: 0 wk 1 d 6 h 48 m 47 s
+++ [38923] Checked [176266666666674] to [176431666666670]
*** [38923] [1452969065] working on: 176431666666670 tried: 56000000000 rate: 62015503 / sec
*** [38923] time left: 0 wk 1 d 6 h 19 m 0 s
+++ [38923] Checked [176266666666674] to [176485666666670]
*** [38923] [1452969968] working on: 176485666666670 tried: 54000000000 rate: 59800664 / sec
*** [38923] time left: 0 wk 1 d 7 h 11 m 19 s
+++ [38923] Checked [176266666666674] to [176537666666670]
*** [38923] [1452970854] working on: 176537666666670 tried: 52000000000 rate: 58690744 / sec
*** [38923] time left: 0 wk 1 d 7 h 31 m 56 s
+++ [38923] Checked [176266666666674] to [176592666666670]
*** [38923] [1452971764] working on: 176592666666670 tried: 55000000000 rate: 60439560 / sec
*** [38923] time left: 0 wk 1 d 6 h 22 m 2 s
+++ [38923] Checked [176266666666674] to [176645666666670]
*** [38923] [1452972659] working on: 176645666666670 tried: 53000000000 rate: 59217877 / sec
*** [38923] time left: 0 wk 1 d 6 h 44 m 42 s
+++ [38923] Checked [176266666666674] to [176699666666670]
*** [38923] [1452973563] working on: 176699666666670 tried: 54000000000 rate: 59734513 / sec
*** [38923] time left: 0 wk 1 d 6 h 13 m 41 s
