*** [38951] [1452966354] Starting up
*** [38951] start a is 370400000000026
*** [38951] end a is 377333333333359
+++ [38951] Checked [370400000000026] to [370454000000024]
*** [38951] [1452967259] working on: 370454000000024 tried: 53999999998 rate: 59668508 / sec
*** [38951] time left: 0 wk 1 d 8 h 1 m 33 s
+++ [38951] Checked [370400000000026] to [370510000000024]
*** [38951] [1452968164] working on: 370510000000024 tried: 56000000000 rate: 61878453 / sec
*** [38951] time left: 0 wk 1 d 6 h 37 m 50 s
+++ [38951] Checked [370400000000026] to [370564000000024]
*** [38951] [1452969071] working on: 370564000000024 tried: 54000000000 rate: 59536934 / sec
*** [38951] time left: 0 wk 1 d 7 h 35 m 0 s
+++ [38951] Checked [370400000000026] to [370619000000024]
*** [38951] [1452969956] working on: 370619000000024 tried: 55000000000 rate: 62146892 / sec
*** [38951] time left: 0 wk 1 d 6 h 0 m 40 s
+++ [38951] Checked [370400000000026] to [370673000000024]
*** [38951] [1452970857] working on: 370673000000024 tried: 54000000000 rate: 59933407 / sec
*** [38951] time left: 0 wk 1 d 6 h 52 m 9 s
+++ [38951] Checked [370400000000026] to [370727000000024]
*** [38951] [1452971754] working on: 370727000000024 tried: 54000000000 rate: 60200668 / sec
*** [38951] time left: 0 wk 1 d 6 h 28 m 59 s
370748487868016712883531247873 is excellent
+++ [38951] Checked [370400000000026] to [370783000000024]
*** [38951] [1452972666] working on: 370783000000024 tried: 56000000000 rate: 61403508 / sec
*** [38951] time left: 0 wk 1 d 5 h 37 m 57 s
+++ [38951] Checked [370400000000026] to [370836000000024]
*** [38951] [1452973571] working on: 370836000000024 tried: 53000000000 rate: 58563535 / sec
*** [38951] time left: 0 wk 1 d 6 h 49 m 6 s
+++ [38951] Checked [370400000000026] to [370887000000024]
*** [38951] [1452974466] working on: 370887000000024 tried: 51000000000 rate: 56983240 / sec
*** [38951] time left: 0 wk 1 d 7 h 25 m 27 s
+++ [38951] Checked [370400000000026] to [370942000000024]
*** [38951] [1452975361] working on: 370942000000024 tried: 55000000000 rate: 61452513 / sec
*** [38951] time left: 0 wk 1 d 4 h 53 m 25 s
+++ [38951] Checked [370400000000026] to [370995000000024]
*** [38951] [1452976269] working on: 370995000000024 tried: 53000000000 rate: 58370044 / sec
*** [38951] time left: 0 wk 1 d 6 h 9 m 49 s
+++ [38951] Checked [370400000000026] to [371050000000024]
*** [38951] [1452977163] working on: 371050000000024 tried: 55000000000 rate: 61521252 / sec
*** [38951] time left: 0 wk 1 d 4 h 22 m 13 s
+++ [38951] Checked [370400000000026] to [371106000000024]
*** [38951] [1452978069] working on: 371106000000024 tried: 56000000000 rate: 61810154 / sec
*** [38951] time left: 0 wk 1 d 3 h 59 m 10 s
371137626149750713358790296876 is excellent
+++ [38951] Checked [370400000000026] to [371159000000024]
*** [38951] [1452978967] working on: 371159000000024 tried: 53000000000 rate: 59020044 / sec
*** [38951] time left: 0 wk 1 d 5 h 3 m 35 s
+++ [38951] Checked [370400000000026] to [371210000000024]
*** [38951] [1452979871] working on: 371210000000024 tried: 51000000000 rate: 56415929 / sec
*** [38951] time left: 0 wk 1 d 6 h 9 m 0 s
+++ [38951] Checked [370400000000026] to [371260000000024]
*** [38951] [1452980765] working on: 371260000000024 tried: 50000000000 rate: 55928411 / sec
*** [38951] time left: 0 wk 1 d 6 h 9 m 52 s
+++ [38951] Checked [370400000000026] to [371311000000024]
*** [38951] [1452981656] working on: 371311000000024 tried: 51000000000 rate: 57239057 / sec
*** [38951] time left: 0 wk 1 d 5 h 13 m 34 s
+++ [38951] Checked [370400000000026] to [371365000000024]
*** [38951] [1452982564] working on: 371365000000024 tried: 54000000000 rate: 59471365 / sec
*** [38951] time left: 0 wk 1 d 3 h 52 m 37 s
+++ [38951] Checked [370400000000026] to [371419000000024]
*** [38951] [1452983464] working on: 371419000000024 tried: 54000000000 rate: 60000000 / sec
*** [38951] time left: 0 wk 1 d 3 h 22 m 53 s
+++ [38951] Checked [370400000000026] to [371473000000024]
*** [38951] [1452984366] working on: 371473000000024 tried: 54000000000 rate: 59866962 / sec
*** [38951] time left: 0 wk 1 d 3 h 11 m 30 s
+++ [38951] Checked [370400000000026] to [371528000000024]
*** [38951] [1452985262] working on: 371528000000024 tried: 55000000000 rate: 61383928 / sec
*** [38951] time left: 0 wk 1 d 2 h 16 m 15 s
+++ [38951] Checked [370400000000026] to [371581000000024]
*** [38951] [1452986167] working on: 371581000000024 tried: 53000000000 rate: 58563535 / sec
*** [38951] time left: 0 wk 1 d 3 h 17 m 4 s
+++ [38951] Checked [370400000000026] to [371633000000024]
*** [38951] [1452987055] working on: 371633000000024 tried: 52000000000 rate: 58558558 / sec
*** [38951] time left: 0 wk 1 d 3 h 2 m 25 s
