*** [3658] [2016-03-22T20:57:44-00:00] Starting up
*** [3658] start a is 6130666666666716
*** [3658] end a is 6200000000000000
*** [3658] report interval is 15
*** [3658] signal check interval is 10
+++ [3658] Checked [6130666666666716] to [6130706666666714]
*** [3658] [2016-03-22T21:12:49-00:00] working on: 6130706666666714 tried: 39999999998 rate: 44198895 / sec
*** [3658] time left: 2 wk 4 d 3 h 29 m 22 s
+++ [3658] Checked [6130666666666716] to [6130749392265214]
*** [3658] [2016-03-22T21:28:06-00:00] working on: 6130749392265214 tried: 42725598500 rate: 46592800 / sec
*** [3658] time left: 2 wk 3 d 4 h 51 m 35 s
+++ [3658] Checked [6130666666666716] to [6130791325785214]
*** [3658] [2016-03-22T21:43:20-00:00] working on: 6130791325785214 tried: 41933520000 rate: 45879124 / sec
*** [3658] time left: 2 wk 3 d 11 h 1 m 41 s
+++ [3658] Checked [6130666666666716] to [6130832616996814]
*** [3658] [2016-03-22T21:58:47-00:00] working on: 6130832616996814 tried: 41291211600 rate: 44542838 / sec
*** [3658] time left: 2 wk 3 d 23 h 20 m 29 s
+++ [3658] Checked [6130666666666716] to [6130875675073546]
*** [3658] [2016-03-22T22:14:10-00:00] working on: 6130875675073546 tried: 43058076732 rate: 46650137 / sec
*** [3658] time left: 2 wk 3 d 3 h 36 m 1 s
+++ [3658] Checked [6130666666666716] to [6130919215201414]
*** [3658] [2016-03-22T22:29:20-00:00] working on: 6130919215201414 tried: 43540127868 rate: 47846294 / sec
*** [3658] time left: 2 wk 2 d 17 h 3 m 27 s
+++ [3658] Checked [6130666666666716] to [6130960681989546]
*** [3658] [2016-03-22T22:44:52-00:00] working on: 6130960681989546 tried: 41466788132 rate: 44492261 / sec
*** [3658] time left: 2 wk 3 d 23 h 1 m 56 s
+++ [3658] Checked [6130666666666716] to [6131000725024446]
*** [3658] [2016-03-22T23:00:07-00:00] working on: 6131000725024446 tried: 40043034900 rate: 43762879 / sec
*** [3658] time left: 2 wk 4 d 5 h 57 m 43 s
+++ [3658] Checked [6130666666666716] to [6131044487903446]
*** [3658] [2016-03-22T23:15:26-00:00] working on: 6131044487903446 tried: 43762879000 rate: 47620107 / sec
*** [3658] time left: 2 wk 2 d 18 h 13 m 54 s
+++ [3658] Checked [6130666666666716] to [6131085758662846]
*** [3658] [2016-03-22T23:30:30-00:00] working on: 6131085758662846 tried: 41270759400 rate: 45653494 / sec
*** [3658] time left: 2 wk 3 d 11 h 18 m 27 s
+++ [3658] Checked [6130666666666716] to [6131129890373714]
*** [3658] [2016-03-22T23:45:51-00:00] working on: 6131129890373714 tried: 44131710868 rate: 47917167 / sec
*** [3658] time left: 2 wk 2 d 15 h 14 m 35 s
+++ [3658] Checked [6130666666666716] to [6131174613062914]
*** [3658] [2016-03-23T00:01:17-00:00] working on: 6131174613062914 tried: 44722689200 rate: 48296640 / sec
*** [3658] time left: 2 wk 2 d 11 h 50 m 56 s
+++ [3658] Checked [6130666666666716] to [6131214860262914]
*** [3658] [2016-03-23T00:16:32-00:00] working on: 6131214860262914 tried: 40247200000 rate: 43986010 / sec
*** [3658] time left: 2 wk 4 d 2 h 23 m 16 s
+++ [3658] Checked [6130666666666716] to [6131255913872246]
*** [3658] [2016-03-23T00:31:49-00:00] working on: 6131255913872246 tried: 41053609332 rate: 44769475 / sec
*** [3658] time left: 2 wk 3 d 18 h 31 m 53 s
+++ [3658] Checked [6130666666666716] to [6131296206399746]
*** [3658] [2016-03-23T00:46:57-00:00] working on: 6131296206399746 tried: 40292527500 rate: 44375030 / sec
*** [3658] time left: 2 wk 3 d 22 h 4 m 14 s
+++ [3658] Checked [6130666666666716] to [6131337623094414]
*** [3658] [2016-03-23T01:02:26-00:00] working on: 6131337623094414 tried: 41416694668 rate: 44582017 / sec
*** [3658] time left: 2 wk 3 d 19 h 48 m 57 s
+++ [3658] Checked [6130666666666716] to [6131380719044180]
*** [3658] [2016-03-23T01:17:52-00:00] working on: 6131380719044180 tried: 43095949766 rate: 46539902 / sec
*** [3658] time left: 2 wk 3 d 1 h 33 m 39 s
+++ [3658] Checked [6130666666666716] to [6131421053625914]
*** [3658] [2016-03-23T01:33:02-00:00] working on: 6131421053625914 tried: 40334581734 rate: 44323716 / sec
*** [3658] time left: 2 wk 3 d 21 h 47 m 10 s
+++ [3658] Checked [6130666666666716] to [6131462422427514]
*** [3658] [2016-03-23T01:48:21-00:00] working on: 6131462422427514 tried: 41368801600 rate: 45015018 / sec
*** [3658] time left: 2 wk 3 d 14 h 55 m 50 s
+++ [3658] Checked [6130666666666716] to [6131504436444314]
*** [3658] [2016-03-23T02:03:52-00:00] working on: 6131504436444314 tried: 42014016800 rate: 45127837 / sec
*** [3658] time left: 2 wk 3 d 13 h 36 m 52 s
+++ [3658] Checked [6130666666666716] to [6131548060020080]
*** [3658] [2016-03-23T02:19:14-00:00] working on: 6131548060020080 tried: 43623575766 rate: 47314073 / sec
*** [3658] time left: 2 wk 2 d 17 h 52 m 37 s
+++ [3658] Checked [6130666666666716] to [6131589065550014]
*** [3658] [2016-03-23T02:34:16-00:00] working on: 6131589065550014 tried: 41005529934 rate: 45460676 / sec
*** [3658] time left: 2 wk 3 d 10 h 0 m 38 s
+++ [3658] Checked [6130666666666716] to [6131631495514280]
*** [3658] [2016-03-23T02:49:39-00:00] working on: 6131631495514280 tried: 42429964266 rate: 45969625 / sec
*** [3658] time left: 2 wk 3 d 5 h 7 m 34 s
+++ [3658] Checked [6130666666666716] to [6131674400497614]
*** [3658] [2016-03-23T03:05:02-00:00] working on: 6131674400497614 tried: 42904983334 rate: 46484272 / sec
*** [3658] time left: 2 wk 3 d 0 h 17 m 45 s
+++ [3658] Checked [6130666666666716] to [6131717785818146]
*** [3658] [2016-03-23T03:20:20-00:00] working on: 6131717785818146 tried: 43385320532 rate: 47260697 / sec
*** [3658] time left: 2 wk 2 d 17 h 20 m 0 s
+++ [3658] Checked [6130666666666716] to [6131760320445446]
*** [3658] [2016-03-23T03:35:33-00:00] working on: 6131760320445446 tried: 42534627300 rate: 46587762 / sec
*** [3658] time left: 2 wk 2 d 22 h 52 m 36 s
+++ [3658] Checked [6130666666666716] to [6131802249431246]
*** [3658] [2016-03-23T03:50:47-00:00] working on: 6131802249431246 tried: 41928985800 rate: 45874163 / sec
*** [3658] time left: 2 wk 3 d 4 h 57 m 7 s
+++ [3658] Checked [6130666666666716] to [6131845065316714]
*** [3658] [2016-03-23T04:06:15-00:00] working on: 6131845065316714 tried: 42815885468 rate: 46137807 / sec
*** [3658] time left: 2 wk 3 d 2 h 20 m 4 s
+++ [3658] Checked [6130666666666716] to [6131889665196814]
*** [3658] [2016-03-23T04:21:38-00:00] working on: 6131889665196814 tried: 44599880100 rate: 48320563 / sec
*** [3658] time left: 2 wk 2 d 7 h 32 m 32 s
+++ [3658] Checked [6130666666666716] to [6131931543018080]
*** [3658] [2016-03-23T04:36:57-00:00] working on: 6131931543018080 tried: 41877821266 rate: 45568902 / sec
*** [3658] time left: 2 wk 3 d 6 h 55 m 49 s
